Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
35,Back On 74,Jungle,,,2,35,28,62,1637309,-5.1,1725740,1518306,119003,105770402,143646369,2024.10.24
36,This Is What You Came For,Calvin Harris Feat. Rihanna,COLUMBIA,COL,1,40,29,443,1626206,-2.9,1674388,1485434,140772,95870932,1167221323,2024.10.24
37,Under Your Spell,Snow Strippers,THE ORCHARD,ORCH,37,54,59,8,1623931,11.9,1451777,1468560,155371,11842239,12522499,2024.10.24
38,B2b,Charli Xcx,ATLANTIC GROUP,ATLG,16,16,156,21,1590851,-48.6,3092448,1569641,21210,32728858,32728858,2024.10.24
39,Titanium,David Guetta Feat. Sia,PARLOPHONE,PARP,1,42,32,465,1577382,-1.2,1596962,1386650,190732,75577426,986638674,2024.10.24
40,Rush,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,8,52,35,68,1574777,7.7,1461696,1521177,53600,65048085,139892124,2024.10.24
41,The Summer,Calvin Harris,Columbia Records,COL ,2,38,26,465,1555078,-7.2,1676072,1475438,79640,93985878,740991050,2024.10.24
42,Midnight City,M83,CAPITOL MUSIC GROUP,CAP ,14,49,38,465,1531101,0.2,1527342,1361821,169280,73139484,738155274,2024.10.24
43,Outside,Calvin Harris Feat. Ellie Goulding,Columbia Records,COL ,19,47,43,465,1493459,-1.3,1513845,1393663,99796,66474327,488330304,2024.10.24
44,I Am A Gummy Bear,Gummibar,RAD,RAD,2,46,37,465,1487964,-4.8,1562686,637808,850156,66004885,1282422551,2024.10.24
45,10:35,Tiesto & Tate Mcrae,ATLANTIC GROUP,ATLG,6,50,36,103,1471080,-2.3,1506267,1427807,43273,75057067,236116185,2024.10.24
46,Murder On The Dance Floor,Sophie Ellis-Bextor,,,1,53,44,47,1440278,-1.2,1457704,1371746,68532,147899345,168432765,2024.10.24
47,Rather Be,Clean Bandit Feat. Jess Glynne,NOW,NOW ,11,58,47,465,1429397,2.1,1400226,1322739,106658,62837847,715570418,2024.10.24
48,Ecstacy,Suicidal-Idol,,,1,48,40,62,1427917,-3.6,1481506,1198325,229592,87829625,218991444,2024.10.24
49,The Nights,Avicii,ISLAND,ISL ,10,57,46,433,1407867,-0.0,1408512,1283829,124038,74423846,630500604,2024.10.24
50,One Kiss,Calvin Harris & Dua Lipa,COLUMBIA,COL,1,51,39,342,1399183,-6.1,1490448,1322072,77111,74758206,854518029,2024.10.24
51,Never Be Like You,Flume Feat. Kai (Canada),MOM & POP MUSIC,MMPZ,3,61,49,458,1390417,5.4,1318690,1337337,53080,81317347,658837774,2024.10.24
52,Where Are You Now,Lost Frequencies & Calum Scott, RCA,RCA,12,74,56,168,1368287,9.7,1247345,1335062,33225,51331248,230734661,2024.10.24
53,X-Slide,"808iuli, 2ke",CMG,brok,20,55,34,17,1359001,-3.9,1413568,1224599,134402,28671893,28671893,2024.10.24
54,Higher Love,Kygo & Whitney Houston, RCA,RCA,5,66,58,278,1334312,4.9,1271666,1301112,33200,51417713,472671853,2024.10.24
55,Clarity,Zedd Feat. Foxes,INTERSCOPE/GEFFEN/A&M,INT ,19,59,53,465,1331864,-2.2,1362449,1225950,105914,53681254,581196819,2024.10.24
56,Memories,David Guetta Feat. Kid Cudi,ATLANTIC GROUP,ATLG,13,62,52,223,1313078,1.3,1296467,1199463,113615,61815856,349588421,2024.10.24
57,Stars Will Align,"Kygo , Imagine Dragons", RCA,RCA,11,65,42,4,1306703,2.1,1279649,1261256,45447,6625623,6625623,2024.10.24
58,Joyride,Kesha,,,2,56,45,16,1300663,-8.0,1413630,1291387,9276,40876951,40876951,2024.10.24
59,What Is Love,Haddaway,RAZOR & TIE,RTRT,17,70,64,465,1263753,2.3,1234894,1077639,186114,56638077,496857157,2024.10.24
60,Lost In The Fire,Gesaffelstein & The Weeknd,Columbia Records,COL ,2,71,57,249,1263233,4.5,1209045,1224830,38403,48911097,405354074,2024.10.24
61,BULLETPROOF,La Roux,INTERSCOPE/GEFFEN/A&M,INT ,7,64,50,280,1252564,-1.9,1276897,1190140,62424,49168337,290302212,2024.10.24
62,Faded,Alan Walker, RCA,RCA,1,72,60,461,1244146,1.6,1224308,1138387,105759,51788978,1493628655,2024.10.24
63,Where You Are,John Summit & Hayla, INDEPENDENT LABEL SUBMISSION,INDI,28,63,62,86,1238787,-3.4,1282968,1205337,33450,60041778,119746669,2024.10.24
64,Body,Loud Luxury Feat. Brando,SONY,SONY,4,76,67,361,1236247,6.8,1157685,1204798,31449,60739408,656727350,2024.10.24
65,Dancin,Aaron Smith (DJ) Feat. Luvli,ULTRA,ULTA,1,69,51,328,1235767,-0.8,1245471,757734,478033,83755406,1100471761,2024.10.24
66,Don't You Worry Child,Swedish House Mafia Feat. John Martin,ASTRALWERKS,ASTW,37,68,69,463,1230543,-0.9,1241900,1107317,123226,59526431,488967300,2024.10.24
67,Can't Get You out of My Head,Kylie Minogue,INTERSCOPE/GEFFEN/A&M,INT ,40,73,68,220,1224698,1.1,1211909,1063950,160748,52610909,239416444,2024.10.24
68,Stumblin' In,Cyril,,,15,67,54,27,1200597,-8.4,1311143,1176534,24063,47036973,47162675,2024.10.24
69,Spring Breakers,Charli Xcx,ATLANTIC GROUP,ATLG,44,44,0,11,1191201,-24.1,1568820,1174524,16677,15593324,15593324,2024.10.24
70,Mean Girls,Charli Xcx,ATLANTIC GROUP,ATLG,20,20,0,18,1189691,-53.3,2548402,1175508,14183,23866134,23866134,2024.10.24
71,In The Name Of Love,Martin Garrix & Bebe Rexha, RCA,RCA,1,75,63,430,1163738,-1.8,1185515,928196,235542,56672057,1060045102,2024.10.24
72,The Motto,Tiesto & Ava Max,ATLANTIC GROUP,ATLG,1,83,73,155,1152636,2.6,1123254,1097169,55467,55859304,337006215,2024.10.24
73,Go Back,John Summit & Sub Focus Feat. Julia Church,,,16,60,165,23,1128371,-15.5,1335189,1107516,20855,30201548,30201548,2024.10.24
74,I Might Say Something Stupid,Charli Xcx,ATLANTIC GROUP,ATLG,14,14,0,13,1116912,-64.2,3122315,1109558,7354,20153880,20153880,2024.10.24
75,I Think About It All The Time,Charli Xcx,ATLANTIC GROUP,ATLG,21,21,0,11,1115666,-55.0,2477992,1106139,9527,15860643,15860643,2024.10.24
76,Ride It,Regard,EPIC,EPIC,2,94,80,274,1106915,4.1,1063275,1077351,29564,48402867,579220908,2024.10.24
77,Levels,Avicii,INTERSCOPE/GEFFEN/A&M,INT ,2,79,74,465,1105384,-1.8,1125946,1013450,91934,54014647,537607188,2024.10.24
78,Rewind,Charli Xcx,ATLANTIC GROUP,ATLG,19,19,0,13,1103785,-58.3,2649387,1095155,8630,20716654,20716654,2024.10.24
79,Whatever,Kygo, RCA,RCA,3,77,48,40,1093873,-6.2,1166428,1047820,46053,92548176,92548176,2024.10.24
80,Everytime We Touch,Cascada,ROBBINS ENTERTAINMENT,ROBB,13,85,79,465,1078369,1.9,1057951,987865,90504,66812483,592011792,2024.10.24
81,Don'T You Want Me,Human League,ASTRALWERKS,ASTW,65,82,65,379,1078212,-3.5,1117581,994243,83969,43965042,299775749,2024.10.24
82,Genesis,Grimes,THE ORCHARD,ORCH,12,87,82,114,1077233,2.9,1047331,997089,80144,51458614,203353890,2024.10.24
83,Lady (Hear Me Tonight),Modjo,INTERSCOPE/GEFFEN/A&M,INT ,15,90,84,222,1075632,4.5,1029512,1009323,66309,48353742,215304520,2024.10.24
84,Addicted,"Zerb, The Chainsmokers",SONY/COLUMBIA,COL,15,86,71,30,1069264,0.0,1068999,1053487,15777,50338753,50338753,2024.10.24
85,Smoke It Off! (Feat. Jnhygs),Lumi Athena,Vydia,VYD,14,80,81,79,1059310,-2.8,1089756,931306,128004,66037782,160813126,2024.10.24
86,Moth To A Flame,Swedish House Mafia & The Weeknd,REPUBLIC RECORDS,R-RR,1,81,78,157,1057044,-2.7,1086400,996877,60167,47035641,247902511,2024.10.24
87,Here With Me,Marshmello Feat. CHVRCHES,REPUBLIC RECORDS,R-RR,2,98,88,292,1027331,3.4,993593,999414,27917,37422429,510318692,2024.10.24
88,Sweet Nothing,Calvin Harris Feat. Florence W,CAPITOL MUSIC GROUP,CAP ,70,100,91,377,1026688,5.9,969801,995150,31538,36319557,298935896,2024.10.24
89,Barbie Girl,Aqua,INTERSCOPE/GEFFEN/A&M,INT ,1,88,83,465,1015643,-2.0,1036180,657983,357660,62588537,870440278,2024.10.24
90,One More Time,Daft Punk,ASTRALWERKS,ASTW,7,95,94,465,1015359,0.3,1012393,892233,123126,41259683,383150672,2024.10.24
91,Aura,Ogryzek,,,84,84,86,10,1012450,-4.2,1057370,838203,174247,11026470,11026470,2024.10.24
92,Gmfu,Odetari & 6arelyhuman,"ARTIST PARTNER GROUP, INC",ATP,11,78,72,66,995450,-9.9,1104524,882155,113295,69775755,174204008,2024.10.24
93,How Deep Is Your Love,"Disciples , Calvin Harris",Columbia Records,COL ,4,101,92,462,979263,1.8,961919,920673,58590,44976371,577804121,2024.10.24
94,I Only Smoke When I Drink,Nimino,,,76,99,76,9,971942,-0.4,975586,962421,9521,8378690,8378690,2024.10.24
95,I Like It (With Nate Smith),"Nate Smith, Alesso",Sony Music Nashville,SMNV,25,102,55,15,970179,-5.4,1025850,936603,33576,21231825,21231825,2024.10.24
96,Prada,Casso,Columbia Records,COL ,14,106,89,63,956762,4.2,918595,941913,14849,59602791,98649671,2024.10.24
97,✻h+3+яд✻7lucjio0t6...,Vyrval,,,43,93,85,36,954725,-4.6,1000514,696278,258447,36070351,36070351,2024.10.24
98,Shiver,John Summit & Hayla, INDEPENDENT LABEL SUBMISSION,INDI,10,105,97,37,944801,0.7,938564,916171,28630,47740443,47740443,2024.10.24
99,Innerbloom,Rufus Du Sol,FOREIGN FAMILY COLLECTIVE,FFC ,98,167,0,10,934473,25.3,745794,867235,67238,22389962,152578990,2024.10.24
100,Atmosphere,FISHER X Kita Alexander,,,89,109,90,57,932815,2.8,907269,910893,21922,39374757,59831749,2024.10.24
101,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,WARNER RECORDS,WAR ,10,91,77,81,931661,-9.5,1029825,919473,12188,50446077,141555613,2024.10.24
102,Stay (With Alessia Cara),Zedd & Alessia Cara,INTERSCOPE/GEFFEN/A&M,INT ,1,120,120,401,914397,5.6,866101,871764,42633,40172000,911185596,2024.10.24
103,Black Friday (Pretty Like The Sun),"Tom Odell, Lost Frequencies",,,34,89,61,14,912607,-11.7,1033177,904135,8472,19450892,19450892,2024.10.24
104,Glory,Ogryzek,,,79,97,87,12,908416,-6.1,967260,765105,143311,14918033,14918033,2024.10.24
105,Love Is Gone,Slander Feat. Dylan Matthew,CMG,1911,1,113,95,217,906642,2.7,883087,762412,144230,82228568,882437260,2024.10.24
106,The Sound Of Silence (Remix),Disturbed & Cyril, WARNER Records,WAR ,70,110,93,31,897633,-0.8,905059,768526,129107,32837326,32837326,2024.10.24
107,Forever Young,David Guetta/Alphaville/Ava Max,,,107,,,1,894933,115375.2,775,891599,3334,895708,895708,2024.10.24
108,You Spin Me Round (Like A Record),Dead Or Alive,EPIC,EPIC,33,114,105,454,891953,0.4,888420,786213,105740,36449535,357296143,2024.10.24
109,Roses,Chainsmokers Feat. Rozes,SONY/COLUMBIA,COL,1,115,100,465,891305,1.4,878770,888404,2901,46226585,865304522,2024.10.24
110,Oblivion,Grimes,THE ORCHARD,ORCH,9,119,112,256,890516,4.0,856611,824760,65756,36954216,238315220,2024.10.24
111,Neverender,Justice,,,8,103,66,18,888450,-7.1,955932,859535,28915,25572097,25572097,2024.10.24
112,Rockabye,Clean Bandit,SONY MUSIC LATIN,SML,3,118,110,418,875438,0.8,868725,710585,164853,42658283,845801810,2024.10.24
113,Axel F,Crazy Frog,REPUBLIC RECORDS,R-RR,14,104,99,464,869738,-7.5,940536,289991,579747,47421282,551452529,2024.10.24
114,I'm God,Clams Casino,,,42,123,128,56,868696,3.9,835768,794445,74251,42149000,88234654,2024.10.24
115,Wutiwant,Saraunh0ly,,,70,111,106,14,867754,-0.9,875888,636879,230875,16772052,16936716,2024.10.24
116,Got Me Started,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,30,132,117,53,860981,5.6,815578,817347,43634,38427789,64892606,2024.10.24
117,Blame,Calvin Harris Feat. John Newman,SONY/COLUMBIA,COL,24,122,118,424,860262,0.4,856433,833227,27035,35193558,375733225,2024.10.24
118,I Adore You,"Hugel, Topic, Arash",ASTRALWERKS,ASTW,89,112,113,11,857988,-2.8,883074,798069,59919,11331716,11331716,2024.10.24
119,Better Off Alone,Alice Deejay,THE ORCHARD,ORCH,4,131,107,165,857099,3.1,830980,700656,156443,37193798,248268308,2024.10.24
120,Boogie Shoes,KC & The Sunshine Band, WAR - PARLOPHONE,WAR ,25,156,103,237,852979,-2.4,874175,779321,73658,45194737,254358999,2024.10.24
121,Funkytown,Lipps Inc.,Universal Music Enterprises,UME ,9,130,101,398,850457,2.0,834012,690596,159861,50348158,473664342,2024.10.24
122,So I,Charli Xcx,ATLANTIC GROUP,ATLG,29,29,0,13,848846,-59.6,2100534,841747,7099,17653445,17653445,2024.10.24
123,Weightless,Marconi Union,THE ORCHARD,ORCH,37,173,167,378,841841,16.3,724106,794728,47113,32556358,279994175,2024.10.24
124,You Are My High,Dj Snake,,,1,121,119,154,841308,-0.1,841738,804885,36423,43891165,215270184,2024.10.24
125,Good Loyal Thots,Odetari,"ARTIST PARTNER GROUP, INC",ATP,8,107,96,77,835486,-8.1,908992,752228,83258,50682554,164488565,2024.10.24
126,Metamorphosis,Interworld,,,2,117,115,114,835439,-3.0,861588,739737,95702,77367914,562376325,2024.10.24
127,Music Sounds Better With You,Stardust,THE ORCHARD,ORCH,69,143,138,54,832095,4.6,795289,736799,95296,35353748,127153719,2024.10.24
128,West End Girls,Pet Shop Boys, WAR - PARLOPHONE,WAR ,85,126,111,235,831933,-4.2,868053,726732,105201,37391795,232927989,2024.10.24
129,Where Them Girls At,David Guetta,ATLANTIC GROUP,ATLG,23,128,109,295,831754,-2.6,853686,786082,45672,41384970,269112749,2024.10.24
130,Royalty,"Neoni, Maestro Chives, Egzod",,,113,145,149,48,831528,6.1,783422,576700,254828,33685102,89258764,2024.10.24
131,Roi - Instrumental,Mckyyy,,,108,129,108,7,830080,0.0,830057,830080,0,11843754,11843754,2024.10.24
132,Let's Go Back,Jungle,,,60,116,98,7,819348,-8.3,893075,780057,39291,7529145,7529145,2024.10.24
133,Perfect Stranger,FKA Twigs,ATLANTIC GROUP,ATLG,133,,,1,817007,962.5,76898,685269,131738,893905,893905,2024.10.24
134,Sins (Let Me In),Kanii,Warner Records,WAR,27,135,129,59,811056,-0.1,811971,687918,123138,40622989,72248166,2024.10.24
135,Turn Down For What,Dj Snake,SONY/COLUMBIA,COL,6,142,123,455,809072,-0.5,812949,699136,109936,39125183,886261441,2024.10.24
136,Angel,Massive Attack,VIRGIN,VRGN,133,133,137,3,805778,-1.9,821461,720005,85773,9623517,62996942,2024.10.24
137,HEY BROTHER,Avicii,ISLAND,ISL,4,137,121,465,805222,-2.3,824365,715122,90100,37610130,485916276,2024.10.24
138,Let Go,Ark Patrol Feat. Veronika Redd,,,7,0,0,87,804543,86.0,432443,789430,15113,14193824,130024306,2024.10.24
139,Waiting For Love,Avicii,ISLAND,ISL ,6,139,135,465,804396,-0.7,810358,699269,105127,39439046,452044992,2024.10.24
140,Witchy,Kaytranada, RCA,RCA,13,125,102,10,803920,-3.7,835118,704863,99057,17747009,17747009,2024.10.24
141,Give It To Me,Matt Sassari,,,105,168,131,40,799455,8.3,737929,799453,2,35556937,70566421,2024.10.24
142,Don`t Stop,Glxxmstrider,,,142,,,1,796275,8.9,731162,532555,263720,5967981,5967981,2024.10.24
143,Tuca Donka,"Skorde, Dj Fku, Cursedevil",,,49,147,134,53,791238,1.8,777086,617789,173449,47129422,63947554,2024.10.24
144,Memory Reboot,Voj & Narvent,THE ORCHARD,ORCH,1,136,125,66,787633,-2.8,810228,695878,91755,85764645,269073170,2024.10.24
145,Void (Super Slowed),Isq,THE ORCHARD,ORCH,116,127,127,5,784750,-5.8,833500,719832,64918,4531785,4531785,2024.10.24
146,Fire For You,Cannons (Electronic),SONY/COLUMBIA,COL,53,163,132,210,780125,-1.6,792536,701558,78567,36343936,194384507,2024.10.24
147,It Ain't Me,Kygo Feat. Selena Gomez,INTERSCOPE/GEFFEN/A&M,INT ,2,158,116,402,779573,1.0,771940,732586,46987,37554890,785638041,2024.10.24
148,Money On The Dash,Elley Duhe & Whethan,,,84,141,114,39,779072,-1.8,793482,763201,15871,40110603,66110738,2024.10.24
149,Paris,Chainsmokers,SONY/COLUMBIA,COL,1,162,146,406,778286,0.9,771242,733388,44898,35124843,691446328,2024.10.24
150,DARK BEACH,Pastel Ghost,CITY LIGHTS PIC,CLP ,46,149,133,160,777009,0.3,774605,709770,67239,36055635,140877112,2024.10.24
151,Runaway (U & I),Galantis,ATLANTIC GROUP,ATLG,12,161,145,463,776883,2.9,754780,747870,29013,41416045,542233108,2024.10.24
152,Resonance,Home,,,20,148,142,197,776667,0.1,775586,698201,78466,31457974,211236509,2024.10.24
153,Feels,Calvin Harris,Columbia Records,COL ,1,140,148,377,771236,-3.2,796883,711940,59296,38157835,624063232,2024.10.24
154,I Love You Hoe,Odetari & 9lives,,,10,124,104,64,770951,-7.7,834937,760986,9965,49156646,116139612,2024.10.24
155,The Business,Tiesto,ATLANTIC GROUP,ATLG,2,166,136,213,763458,-2.3,781180,686049,77409,43153562,391032979,2024.10.24
156,Nightcall,Kavinsky & Lovefoxxx,REPUBLIC RECORDS,R-RR,31,180,168,102,761826,12.0,680022,680590,81236,30385579,220762854,2024.10.24
157,"Harder, Better, Faster, Stronger",Daft Punk,ULTA,ULTA,12,154,147,430,759427,-1.0,767378,627833,131594,25057322,437650293,2024.10.24
158,Scared To Be Lonely,Martin Garrix Feat. Dua Lipa, RCA,RCA,6,178,157,370,759026,7.4,706993,735258,23768,29468545,460765430,2024.10.24
159,Slay!,Eternxlkz,THE ORCHARD,ORCH,27,138,122,31,753126,-6.7,807037,637987,115139,37179097,37179097,2024.10.24
160,Taki Taki,"Dj Snake Feat. Selena Gomez , Ozuna & Cardi B",THE ORCHARD,ORCH,1,169,141,317,752322,0.2,750832,619628,132694,36853675,1080600266,2024.10.24
161,Play Hard,David Guetta,ATLANTIC GROUP,ATLG,66,165,155,88,748298,-0.7,753282,709118,39180,22184074,196661199,2024.10.24
162,Murder In My Mind,Kordhell,THE ORCHARD,ORCH,1,150,139,127,748197,-4.5,783056,650081,98116,49269324,323616948,2024.10.24
163,Lovely Bastards,"Yatashigang, Zwe1hvndxr",,,1,144,140,61,745798,-5.0,785344,666023,79775,101427007,228735330,2024.10.24
164,Faster N Harder,6arelyhuman,,,12,146,130,34,741658,-4.7,778534,638796,102862,42888038,42888038,2024.10.24
165,Carino,Marias,,,131,159,173,74,739532,-1.9,754136,715175,24357,24379391,115959055,2024.10.24
166,Se Paciente Funk,Rd12,,,132,153,174,6,735871,-3.4,761958,640737,95134,7427576,7427576,2024.10.24
167,Hypnotic Data,Odetari,,,29,151,144,58,733050,-4.7,768885,669904,63146,47004669,75237438,2024.10.24
168,Instant Crush,Daft Punk Feat. Julian Casablancas,Columbia Records,COL ,38,152,153,125,727280,-5.2,767442,621639,105641,24393772,209624599,2024.10.24
169,You Know You Like It,Dj Snake & Alunageorge,INTERSCOPE/GEFFEN/A&M,INT ,11,172,160,285,721365,-1.7,734087,682037,39328,28626178,401183701,2024.10.24
170,Middle,Dj Snake,INTERSCOPE/GEFFEN/A&M,INT ,3,183,158,442,719267,6.3,676632,662987,56280,33167907,626215420,2024.10.24
171,Blue (Da Ba Dee),Eiffel 65,REPUBLIC RECORDS,R-RR,17,174,161,458,716030,-1.3,725475,565076,150954,32246729,580554696,2024.10.24
172,Pump Up the Jam,Technotronic Feat. Felly,HIP-O RECORDS,HIPD,84,176,152,208,715320,-1.2,723871,618273,97047,29465162,219765608,2024.10.24
173,Funk Universo,Irokz,,,173,186,187,5,704540,7.9,653149,560242,144298,6267123,6267123,2024.10.24
174,Funked Up (Slowed),Xxanteria,Vydia,VYD,37,160,124,40,702723,-6.2,749484,666400,36323,43248345,43248345,2024.10.24
175,Lately,Rufus Du Sol, WARNER Records,WAR ,81,108,0,4,698139,-23.6,913784,688379,9760,6992967,6992967,2024.10.24
176,My Way,Calvin Harris,Columbia Records,COL ,6,171,159,250,697570,-4.6,730908,673909,23661,30083411,313433018,2024.10.24
177,Be My Lover,La Bouche, RCA,RCA,107,182,171,122,693547,0.1,693193,602247,91300,28409850,204811419,2024.10.24
178,Cave,Dom Dolla & Tove Lo,SONY/COLUMBIA,COL,92,92,0,2,687606,-32.7,1021147,673852,13754,1709225,1709225,2024.10.24
179,Freaks,Timmy Trumpet,THE ORCHARD,ORCH,19,187,163,455,680896,0.5,677520,592215,88681,31267477,475701741,2024.10.24
180,Goosebumps,Travis Scott & HVME, SONY MUSIC ENTERTAINMENT INC.,SMEI,1,200,175,207,673393,1.5,663347,646425,26968,34340647,388677470,2024.10.24
181,Clouds,Bunt. & Nate Traveller,,,167,197,172,10,673136,9.6,613969,668090,5046,21122297,44310360,2024.10.24
182,Without You,David Guetta Feat. Usher,ATLANTIC GROUP,ATLG,32,191,183,187,657705,4.5,629327,629544,28161,27745648,222567509,2024.10.24
183,You,Regard x Troye Sivan x Tate McRae,EPIC,EPIC,4,0,185,133,654787,4.4,627136,618555,36232,24836375,207782677,2024.10.24
184,Glory Box,Portishead,POLYVINYL RECORDS,POLV,182,188,182,12,651992,-1.2,659852,615275,36717,22362522,108649469,2024.10.24
185,Head & Heart,Joel Corry X Mnek,SME/LEGACY RECORDINGS,LEGC,1,0,178,215,651118,3.7,628047,632738,18380,36087958,295145780,2024.10.24
186,Cold Water,Major Lazer,THE ORCHARD,ORCH,1,189,169,407,645844,-0.3,647533,598394,47450,28777171,827089870,2024.10.24
187,Present,Lloyd Vaan,,,157,195,177,18,642608,4.8,613317,626200,16408,38221297,64449252,2024.10.24
188,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiesto, Dido, W&W, Dimitri Vegas, Like Mike",,,40,190,166,39,641639,-0.9,647736,590617,51022,39862019,41370104,2024.10.24
189,Sugar,Robin Schulz,ATLANTIC GROUP,ATLG,4,0,189,435,632601,3.4,611813,598534,34067,31391505,397473616,2024.10.24
190,Look Don’t Touch (Feat. Cade Clair),Odetari,APG INC.,ATP,14,177,154,76,631724,-9.6,698888,538093,93631,41433626,131327807,2024.10.24
191,You're Too Slow,Odetari,,,10,175,151,59,625628,-11.9,710229,551959,73669,38632932,123640573,2024.10.24
192,You Were Right,Rufus Du Sol,FOREIGN FAMILY COLLECTIVE,FFC ,192,,,1,624361,21.8,512784,604785,19576,20837003,127557788,2024.10.24
193,Mr. Saxobeat,Alexandra Stan,UNIVERSAL MUSIC LATIN,UMLE,8,0,199,342,616401,2.9,599220,534548,81853,26946785,272464490,2024.10.24
194,Break My Love,Rufus Du Sol, WARNER Records,WAR ,120,134,0,3,615339,-25.6,827332,601490,13849,4054918,4054918,2024.10.24
195,Sandstorm,Darude,THE ORCHARD,ORCH,62,0,184,195,611971,0.0,611732,521448,90523,26484425,271354505,2024.10.24
196,Around The World,Daft Punk, WAR - PARLOPHONE,WAR ,12,198,190,213,611717,-0.7,616050,509766,101951,27294916,266376246,2024.10.24
197,Beeper Funk,Dj Paulinho,,,197,,,1,609939,5.6,577501,531962,77977,4676677,4676677,2024.10.24
198,Lobster,Rj Pasin,CMG,brok,103,184,170,20,605498,-7.4,653593,546582,58916,17392747,17392747,2024.10.24
199,Because You Move Me,Tinlicker & Helsloot,Platoon,PLTN,143,0,0,42,603214,6.7,565259,571955,31259,25425125,100042181,2024.10.24
200,Saving Up,Dom Dolla,SONY/COLUMBIA,COL,102,0,0,37,598045,5.5,566652,590018,8027,32033594,39915472,2024.10.24
1,Guess,Charli Xcx,ATLANTIC GROUP,ATLG,1,1,2,21,5363711,-12.4,6120107,5105868,257843,135665752,135665752,2024.10.31
2,Sympathy Is A Knife,Charli Xcx,ATLANTIC GROUP,ATLG,1,2,1,21,3971125,-28.6,5558089,3921037,50088,52782138,52782138,2024.10.31
3,Apple,Charli Xcx,ATLANTIC GROUP,ATLG,2,3,3,21,3941607,-18.9,4860829,3818122,123485,110431110,110431110,2024.10.31
4,360,Charli Xcx,ATLANTIC GROUP,ATLG,1,4,4,25,3755831,-17.9,4574923,3561639,194192,144281805,144281805,2024.10.31
5,Keep Up,Odetari,,,2,5,6,14,3521827,-13.6,4074171,2815155,706672,47968417,47968417,2024.10.31
6,Summertime Sadness,Lana Del Rey & Cedric Gervais,INTERSCOPE/GEFFEN/A&M,INT ,1,8,12,466,3212217,-2.1,3280028,2898600,313617,173703461,1168875747,2024.10.31
